Team,Pays,_,Nom_URL,Nom,Poste,Age,Date de naissance,Taille,Poids,JIFF,Contrat,Durée,Autres,TABLE
Soyaux-Angoulême XV Charente,France,,https://www.allrugby.com/joueurs/remi-brosset-6981.html,Rémi BROSSET,Arrière,25,12/02/2000,,86,JIFF,PRO,2026,,TABLE PROS
Soyaux-Angoulême XV Charente,Fidji,,https://www.allrugby.com/joueurs/kaliova-bulai-20728.html,Kaliova BULAI,Pilier,19,/03/2006,,110,NON JIFF,ESPOIR,2027,,TABLE ESPOIRS
Soyaux-Angoulême XV Charente,France,,https://www.allrugby.com/joueurs/mael-augry-14072.html,Maël AUGRY,Talonneur,21,09/09/2004,,102,JIFF,ESPOIR,,,TABLE ESPOIRS
Soyaux-Angoulême XV Charente,France,,https://www.allrugby.com/joueurs/charli-tainmont-21517.html,Charli TAINMONT,2ème ligne,20,/06/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Soyaux-Angoulême XV Charente,Fidji,,https://www.allrugby.com/joueurs/iliesa-erenavula-17862.html,Iliesa ERENAVULA,2ème ligne,20,/02/2005,,115,NON JIFF,ESPOIR,2027,,TABLE ESPOIRS
Soyaux-Angoulême XV Charente,France,,https://www.allrugby.com/joueurs/baptiste-escoffre-20650.html,Baptiste ESCOFFRE,Mêlée,20,/09/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Soyaux-Angoulême XV Charente,France,,https://www.allrugby.com/joueurs/nathan-bernadet-21498.html,Nathan BERNADET,Ouverture,18,/05/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Soyaux-Angoulême XV Charente,France,,https://www.allrugby.com/joueurs/paul-berges-18301.html,Paul BERGÈS,Ouverture,20,/04/2005,,74,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Soyaux-Angoulême XV Charente,Fidji,,https://www.allrugby.com/joueurs/waisea-bainibure-21518.html,Waisea BAINIBURE,Centre,20,/09/2005,,95,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Soyaux-Angoulême XV Charente,Fidji,,https://www.allrugby.com/joueurs/avakuki-niusalelekitoga-17861.html,Avakuki NIUSALELEKITOGA,Ailier,20,/07/2005,,-,NON JIFF,ESPOIR,2027,,TABLE ESPOIRS
Soyaux-Angoulême XV Charente,France,,https://www.allrugby.com/joueurs/katende-tumba-18859.html,Katende TUMBA,Ailier,19,/06/2006,,-,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Soyaux-Angoulême XV Charente,France,,https://www.allrugby.com/joueurs/noe-darrelatour-20541.html,Noé DARRÉLATOUR,Arrière,20,/11/2004,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/andrea-pontanier-11943.html,Andréa PONTANIER,Pilier,23,26/10/2001,,108,JIFF Formé,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/anthony-aleo-8207.html,Anthony ALÉO,Pilier,33,24/04/1992,,112,JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/esteban-chouteau-14476.html,Esteban CHOUTEAU,Pilier,22,10/04/2003,,101,JIFF,ESPOIR,2027,,TABLE PROS
Valence Romans Drôme Rugby,Angleterre,,https://www.allrugby.com/joueurs/gareth-milasinovich-4266.html,Gareth MILASINOVICH,Pilier,29,15/12/1995,,134,NON JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/kevin-goze-1346.html,Kévin GOZE,Pilier,32,04/11/1992,,134,JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,Australie,,https://www.allrugby.com/joueurs/thomas-ross-7563.html,Tom ROSS,Pilier,27,29/04/1998,,124,NON JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/vincent-vial-9661.html,Vincent VIAL,Pilier,31,21/06/1994,,133,JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,Canada,,https://www.allrugby.com/joueurs/andrew-quattrin-8828.html,Andrew QUATTRIN,Talonneur,29,29/08/1996,,114,NON JIFF,PRO,,JOKER (8),TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/dorian-marco-pena-5190.html,Dorian MARCO-PENA,Talonneur,29,14/08/1996,,100,JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/issam-hamel-5159.html,Issam HAMEL,Talonneur,28,18/06/1997,,110,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/sacha-idoumi-10641.html,Sacha IDOUMI,Talonneur,22,19/10/2002,,105,JIFF,PRO,2028,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/florian-goumat-7702.html,Florian GOUMAT,2ème ligne,35,30/03/1990,,117,JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/hugo-fabregue-5517.html,Hugo FABRÈGUE,2ème ligne,33,03/09/1992,,116,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/nathan-huguen-13768.html,Nathan HUGUEN,2ème ligne,23,26/01/2002,,111,JIFF(8),PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,Australie,,https://www.allrugby.com/joueurs/ryan-mccauley-6895.html,Ryan MCCAULEY,2ème ligne,28,08/06/1997,,118,NON JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/adrien-roux-15738.html,Adrien ROUX,3ème ligne,23,16/09/2002,,93,JIFF Formé(8),PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/axel-bruchet-8195.html,Axel BRUCHET,3ème ligne,25,25/10/1999,,100,JIFF Formé(8),PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,Géorgie,,https://www.allrugby.com/joueurs/ilia-spanderashvili-11920.html,Ilia SPANDERASHVILI,3ème ligne,28,10/09/1997,,110,NON JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,Samoa,,https://www.allrugby.com/joueurs/izaiha-moore-aiono-7881.html,Izaiha MOORE-AIONO,3ème ligne,25,03/03/2000,,103,NON JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/loan-real-13723.html,Loan RÉAL,3ème ligne,25,21/11/1999,,106,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/louis-suaud-8829.html,Louis SUAUD,3ème ligne,26,26/06/1999,,110,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/matthieu-vachon-14961.html,Matthieu VACHON,3ème ligne,34,06/05/1991,,105,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/philippe-laville-11946.html,Philippe LAVILLE,3ème ligne,24,28/04/2001,,110,JIFF Formé(8),PRO,,,TABLE PROS
Valence Romans Drôme Rugby,Afrique du sud,,https://www.allrugby.com/joueurs/thembelani-bholi-6750.html,Thembelani BHOLI,3ème ligne,35,18/01/1990,,117,NON JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/matteo-rodor-7320.html,Mattéo RODOR,Mêlée,26,04/07/1999,,73,JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/paul-dumas-15679.html,Paul DUMAS,Mêlée,21,19/09/2004,,79,JIFF,ESPOIR,2028,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/thomas-lhusero-10249.html,Thomas LHUSÉRO,Mêlée,28,29/09/1996,,82,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/adrien-martin-20294.html,Adrien MARTIN,Ouverture,20,04/05/2005,,81,JIFF,ESPOIR,,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/lucas-meret-3609.html,Lucas MÉRET,Ouverture,30,30/01/1995,,87,JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/anatole-pauvert-5394.html,Anatole PAUVERT,Centre,28,23/05/1997,,90,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,Fidji,,https://www.allrugby.com/joueurs/ben-neiceru-7746.html,Ben NEICERU,Centre,32,29/01/1993,,103,NON JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/dylan-idrissi-18487.html,Dylan IDRISSI,Centre,22,15/02/2003,,90,JIFF,ESPOIR(7),2026,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/louis-marrou-1384.html,Louis MARROU,Centre,32,14/09/1993,,102,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/mathieu-guillomot-3550.html,Mathieu GUILLOMOT,Centre,31,15/11/1993,,93,JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,Angleterre,,https://www.allrugby.com/joueurs/calum-randle-4461.html,Calum RANDLE,Ailier,25,18/01/2000,,95,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,Fidji,,https://www.allrugby.com/joueurs/mosese-mawalu-7718.html,Mosese MAWALU,Ailier,32,08/07/1993,,115,NON JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,Fidji,,https://www.allrugby.com/joueurs/osea-waqaninavatu-7997.html,Osea WAQANINAVATU,Ailier,25,22/04/2000,,105,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,Pays-de-Galles,,https://www.allrugby.com/joueurs/owen-lane-5734.html,Owen LANE,Ailier,27,20/12/1997,,100,NON JIFF,PRO,2026,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/thomas-roziere-10755.html,Thomas ROZIÈRE,Ailier,25,13/04/2000,,89,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/joris-moura-7709.html,Joris MOURA,Arrière,25,07/05/2000,,90,JIFF,PRO,2027,,TABLE PROS
Valence Romans Drôme Rugby,Nigéria,,https://www.allrugby.com/joueurs/chuck-odum-17891.html,Chuck ODUM,Pilier,19,/10/2005,,103,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/filitikakaitakatuu-wendt-18462.html,Fili WENDT,Pilier,19,/01/2006,,-,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/louis-chanet-18219.html,Louis CHANET,Pilier,22,18/03/2003,,122,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/talat-sahin-15988.html,Talat SAHIN,Pilier,20,/01/2005,,121,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Valence Romans Drôme Rugby,Belgique,,https://www.allrugby.com/joueurs/iyad-meksoud-18288.html,Iyad MEKSOUD,Talonneur,19,/04/2006,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/tom-nublat-20117.html,Tom NUBLAT,Talonneur,19,/09/2006,,107,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,Ecosse,,https://www.allrugby.com/joueurs/charlie-moss-16310.html,Charlie MOSS,2ème ligne,20,/04/2005,,114,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/ousmane-bomou-21281.html,Ousmane BOMOU,2ème ligne,19,/02/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/bojan-busselez-20629.html,Bojan BUSSELEZ,3ème ligne,20,/05/2005,,105,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/ethan-millot-17503.html,Ethan MILLOT,3ème ligne,21,23/07/2004,,106,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/mathias-bazenet-17552.html,Mathias BAZENET,3ème ligne,20,/04/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/nama-coulibaly-21324.html,Nama COULIBALY,3ème ligne,20,/10/2004,,103,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/paulin-mourelon-21465.html,Paulin MOURELON,Mêlée,18,/04/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/dorian-marceline-17047.html,Dorian MARCELINE,Centre,20,/06/2005,,86,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/gabriel-blaye-17885.html,Gabriel BLAYE,Centre,20,/04/2005,,97,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/guydjo-vairelles-21604.html,Guydjo VAIRELLES,Centre,20,/01/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,Angleterre,,https://www.allrugby.com/joueurs/jack-hopson-18313.html,Jack HOPSON,Centre,19,/02/2006,,84,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/yoni-rebboah-21524.html,Yoni REBBOAH,Centre,18,/09/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/alban-gomez-17654.html,Alban GOMEZ,Ailier,21,24/07/2004,,75,JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,Italie,,https://www.allrugby.com/joueurs/francesco-imberti-15506.html,Francesco IMBERTI,Arrière,21,10/03/2004,,89,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Valence Romans Drôme Rugby,France,,https://www.allrugby.com/joueurs/jocelyn-debricon-21214.html,Jocelyn DEBRICON,Arrière,20,/01/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Rugby Club Vannes,Belgique,,https://www.allrugby.com/joueurs/charlesty-berguet-7652.html,Charlesty BERGUET,Pilier,25,13/01/2000,,115,JIFF,PRO,2026,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/hugo-djehi-8926.html,Hugo DJEHI,Pilier,27,30/06/1998,,115,JIFF,PRO,2026,,TABLE PROS
Rugby Club Vannes,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/mako-vunipola-2121.html,Mako VUNIPOLA,Pilier,34,14/01/1991,,130,NON JIFF,PRO,2026,,TABLE PROS
Rugby Club Vannes,Afrique du sud,,https://www.allrugby.com/joueurs/nick-schonert-4274.html,Nick SCHONERT,Pilier,34,20/09/1991,,123,NON JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/paga-tafili-5115.html,Paga TAFILI,Pilier,38,08/03/1987,,130,JIFF,PRO,2026,,TABLE PROS
Rugby Club Vannes,Argentine,,https://www.allrugby.com/joueurs/santiago-medrano-6151.html,Santiago MEDRANO,Pilier,29,06/05/1996,,118,NON JIFF,PRO,2028,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/simon-bourgeois-12282.html,Simon BOURGEOIS,Pilier,23,30/11/2001,,122,JIFF Formé(8),PRO,2028,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/wayan-de-benedittis-8441.html,Wayan DE BENEDITTIS,Pilier,26,10/03/1999,,115,JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/cyril-blanchard-5267.html,Cyril BLANCHARD,Talonneur,36,22/07/1989,,111,JIFF,PRO,2026,,TABLE PROS
Rugby Club Vannes,Ecosse,,https://www.allrugby.com/joueurs/dave-cherry-7051.html,Dave CHERRY,Talonneur,34,03/01/1991,,107,NON JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/theo-beziat-3407.html,Théo BÉZIAT,Talonneur,31,11/05/1994,,102,JIFF,PRO,2028,,TABLE PROS
Rugby Club Vannes,Allemagne,,https://www.allrugby.com/joueurs/eric-marks-4506.html,Eric MARKS,2ème ligne,28,09/12/1996,,116,JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/fabrice-metz-1197.html,Fabrice METZ,2ème ligne,34,23/01/1991,,127,JIFF,PRO,2026,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/matteo-desjeux-11436.html,Mattéo DESJEUX,2ème ligne,23,26/01/2002,,120,JIFF Formé(8),PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/thomas-geffre-6130.html,Thomas GEFFRÉ,2ème ligne,26,24/12/1998,,112,JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/timothe-mezou-9715.html,Timothé MÉZOU,2ème ligne,23,20/09/2002,,120,JIFF Formé(8),PRO,2027,,TABLE PROS
Rugby Club Vannes,Italie,,https://www.allrugby.com/joueurs/edoardo-iachizzi-4588.html,Edoardo IACHIZZI,3ème ligne,27,26/05/1998,,112,JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,Argentine,,https://www.allrugby.com/joueurs/francisco-gorrissen-8154.html,Francisco GORRISSEN,3ème ligne,31,30/08/1994,,108,NON JIFF,PRO,2028,,TABLE PROS
Rugby Club Vannes,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/joe-edwards-4767.html,Joe EDWARDS,3ème ligne,32,21/09/1993,,116,NON JIFF,PRO,2028,,TABLE PROS
Rugby Club Vannes,Argentine,,https://www.allrugby.com/joueurs/juan-bautista-pedemonte-8161.html,Juan Bautista PEDEMONTE,3ème ligne,25,14/03/2000,,107,NON JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,Fidji,,https://www.allrugby.com/joueurs/kitione-kamikamica-3499.html,Kitione KAMIKAMICA,3ème ligne,29,27/04/1996,,110,JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/leon-boulier-10726.html,Léon BOULIER,3ème ligne,24,23/08/2001,,109,JIFF Formé(8),PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/simon-augry-5285.html,Simon AUGRY,3ème ligne,28,22/08/1997,,105,JIFF,PRO,2028,,TABLE PROS
Rugby Club Vannes,Tonga,,https://www.allrugby.com/joueurs/sione-kalafamoni-3131.html,Sione KALAMAFONI,3ème ligne,37,18/05/1988,,120,NON JIFF,PRO,2026,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/jules-le-bail-2029.html,Jules LE BAIL,Mêlée,33,09/02/1992,,85,JIFF,PRO,2026,,TABLE PROS
Rugby Club Vannes,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/michael-ruru-6661.html,Michael RURU,Mêlée,34,03/12/1990,,95,NON JIFF,PRO,2026 +1,,TABLE PROS
Rugby Club Vannes,Géorgie,,https://www.allrugby.com/joueurs/mikehil-alania-8102.html,Mikheil ALANIA,Mêlée,24,19/11/2000,,83,JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/maxime-lafage-3629.html,Maxime LAFAGE,Ouverture,31,01/09/1994,,86,JIFF,PRO,2028,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/thibault-debaes-9051.html,Thibault DEBAËS,Ouverture,23,30/11/2001,,88,JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/alex-arrate-3698.html,Alex ARRATÉ,Centre,28,24/06/1997,,90,JIFF,PRO,2026,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/elliot-roudil-2543.html,Eliott ROUDIL,Centre,28,30/10/1996,,97,JIFF,PRO,2028,,TABLE PROS
Rugby Club Vannes,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/francis-saili-4037.html,Francis SAILI,Centre,34,16/02/1991,,100,NON JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,Chili,,https://www.allrugby.com/joueurs/inaki-ayarza-8999.html,Iñaki AYARZA,Centre,26,07/09/1999,,102,JIFF,PRO,2028,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/pierre-boudehent-4509.html,Pierre BOUDEHENT,Centre,27,06/02/1998,,107,JIFF,PRO,2028,,TABLE PROS
Rugby Club Vannes,Angleterre,,https://www.allrugby.com/joueurs/ben-stevenson-4864.html,Ben STEVENSON,Ailier,27,19/07/1998,,99,NON JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/enzo-benmegal-13305.html,Enzo BENMEGAL,Ailier,21,28/10/2003,,81,JIFF(8),PRO,2027,,TABLE PROS
Rugby Club Vannes,Fidji,,https://www.allrugby.com/joueurs/filipo-nakosi-3988.html,Filipo NAKOSI,Ailier,33,08/04/1992,,112,NON JIFF,PRO,2026,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/romarick-camou-4494.html,Romaric CAMOU,Ailier,28,09/10/1996,,84,JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/anthony-bouthier-4723.html,Anthony BOUTHIER,Arrière,33,19/06/1992,,86,JIFF,PRO,2027,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/gwenael-duplenne-4719.html,Gwenaël DUPLENNE,Arrière,32,09/08/1993,,87,JIFF Formé,PRO,2026,,TABLE PROS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/paul-surano-8881.html,Paul SURANO,Arrière,27,25/08/1998,,85,JIFF,PRO,2028,,TABLE PROS
Rugby Club Vannes,Afrique du sud,,https://www.allrugby.com/joueurs/marnus-maritz-18144.html,Marnus MARITZ,Pilier,20,/05/2005,,-,NON JIFF,ESPOIR,2027,,TABLE ESPOIRS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/thomas-duchene-11165.html,Thomas DUCHÊNE,Pilier,21,25/08/2004,,125,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Rugby Club Vannes,Pays-Bas,,https://www.allrugby.com/joueurs/jesse-stegehuis-20689.html,Jesse STEGEHUIS,2ème ligne,19,/01/2006,,-,NON JIFF,ESPOIR,2027,,TABLE ESPOIRS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/joel-tehoiri-18292.html,Joël TEHOIRI,2ème ligne,20,/11/2004,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Rugby Club Vannes,Pays-Bas,,https://www.allrugby.com/joueurs/tjeerd-aikema-20777.html,Tjeerd AIKEMA,2ème ligne,19,/05/2006,,119,NON JIFF,ESPOIR,2028,,TABLE ESPOIRS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/gabin-bourgeois-20688.html,Gabin BOURGEOIS,3ème ligne,20,/03/2005,,-,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/owen-nouvion-18665.html,Owen NOUVION,3ème ligne,19,/02/2006,,-,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/romain-valentin-15403.html,Romain VALENTIN,Mêlée,20,/09/2005,,-,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/jean-cotarmanac-h-15404.html,Jean COTARMANAC'H,Ouverture,20,/04/2005,,85,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Rugby Club Vannes,Afrique du sud,,https://www.allrugby.com/joueurs/bryan-burger-20687.html,Bryan BURGER,Centre,20,/01/2005,,-,NON JIFF,ESPOIR,2026,,TABLE ESPOIRS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/marin-boulier-18626.html,Marin BOULIER,Centre,22,21/08/2003,,95,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/robin-taccola-15405.html,Robin TACCOLA,Centre,20,/05/2005,,92,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Rugby Club Vannes,Fidji,,https://www.allrugby.com/joueurs/mitchell-poulter-20261.html,Mitchell POULTER,Ailier,20,/06/2005,,89,NON JIFF,ESPOIR,2028,,TABLE ESPOIRS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/joachim-senga-20312.html,Joachim SENGA,Arrière,17,/12/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Rugby Club Vannes,France,,https://www.allrugby.com/joueurs/titouan-lemanier-15446.html,Titouan LEMANIER,Arrière,20,/01/2005,,75,JIFF,ESPOIR,,,TABLE ESPOIRS
