Team,Pays,_,Nom_URL,Nom,Poste,Age,Date de naissance,Taille,Poids,JIFF,Contrat,Durée,Autres,TABLE
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/alex-burin-7289.html,Alex BURIN,Pilier,25,14/12/1999,,123,JIFF Formé(8),PRO,2026 +1,,TABLE PROS
Sporting Union Agenais,Angleterre,,https://www.allrugby.com/joueurs/beau-farrance-8270.html,Beau FARRANCE,Pilier,24,13/03/2001,,124,JIFF(8),PRO,2026,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/florent-guion-5163.html,Florent GUION,Pilier,32,25/04/1993,,109,JIFF,PRO,2026 +1,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/hans-lombard-buret-6129.html,Hans LOMBARD-BURET,Pilier,24,17/11/2000,,117,JIFF Formé(8),PRO,2027,,TABLE PROS
Sporting Union Agenais,Géorgie,,https://www.allrugby.com/joueurs/lasha-macharashvili-7300.html,Lasha MACHARASHVILI,Pilier,26,13/11/1998,,128,JIFF,PRO,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/luca-tabarot-12094.html,Luca TABAROT,Pilier,21,24/12/2003,,117,JIFF(8),PRO,2026,,TABLE PROS
Sporting Union Agenais,Géorgie,,https://www.allrugby.com/joueurs/mamuka-mstoiani-11285.html,Mamuka MSTOIANI,Pilier,23,05/12/2001,,120,JIFF Formé(8),PRO,2026,,TABLE PROS
Sporting Union Agenais,Géorgie,,https://www.allrugby.com/joueurs/omar-odishvili-5172.html,Omar ODISHVILI,Pilier,28,07/02/1997,,119,JIFF,PRO,,JOKER (8),TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/cyril-deligny-1469.html,Cyril DELIGNY,Talonneur,33,22/06/1992,,102,JIFF,PRO,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/pierre-jouvin-14463.html,Pierre JOUVIN,Talonneur,21,03/12/2003,,108,JIFF Formé(8),PRO,2028,,TABLE PROS
Sporting Union Agenais,Argentine,,https://www.allrugby.com/joueurs/santi-socino-5724.html,Santi SOCINO,Talonneur,33,07/05/1992,,114,NON JIFF,PRO,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/denis-marchois-3589.html,Denis MARCHOIS,2ème ligne,31,05/02/1994,,115,JIFF,PRO,2028,,TABLE PROS
Sporting Union Agenais,Canada,,https://www.allrugby.com/joueurs/evan-olmstead-3931.html,Evan OLMSTEAD,2ème ligne,34,21/02/1991,,116,NON JIFF,PRO,2026,,TABLE PROS
Sporting Union Agenais,Chili,,https://www.allrugby.com/joueurs/javier-eissmann-12418.html,Javier EISSMANN,2ème ligne,28,21/03/1997,,118,NON JIFF,PRO,2027 +1,,TABLE PROS
Sporting Union Agenais,Irlande,,https://www.allrugby.com/joueurs/john-madigan-5207.html,John MADIGAN,2ème ligne,31,01/09/1994,,126,NON JIFF,PRO,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/mathieu-de-giovanni-2552.html,Mathieu DE GIOVANNI,2ème ligne,31,10/01/1994,,115,JIFF,PRO,2027,,TABLE PROS
Sporting Union Agenais,Tonga,,https://www.allrugby.com/joueurs/taniela-matakaiongo-15893.html,Taniela MATAKAIONGO,2ème ligne,29,18/09/1996,,123,NON JIFF,PRO,2028,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/william-demotte-1654.html,William DEMOTTE,2ème ligne,34,22/05/1991,,124,JIFF,PRO,2026 +1,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/arnaud-duputs-4425.html,Arnaud DUPUTS,3ème ligne,30,26/07/1995,,99,JIFF,PRO,2028,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/julien-lebian-9937.html,Julien LEBIAN,3ème ligne,24,10/04/2001,,96,JIFF Formé(8),PRO,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/matthieu-bonnet-11692.html,Matthieu BONNET,3ème ligne,24,21/10/2000,,105,JIFF Formé(8),PRO,2026 +1,,TABLE PROS
Sporting Union Agenais,Tonga,,https://www.allrugby.com/joueurs/tomasi-fineanganofo-13476.html,Tomasi FINEANGANOFO,3ème ligne,22,14/04/2003,,115,JIFF Formé(8),PRO,2027 +1,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/valentin-gayraud-11284.html,Valentin GAYRAUD,3ème ligne,23,30/05/2002,,105,JIFF Formé(8),PRO,2028,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/andrea-lucchini-13923.html,Andrea LUCCHINI,Mêlée,21,07/09/2004,,-,JIFF,ESPOIR,,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/dorian-bellot-9195.html,Dorian BELLOT,Mêlée,25,16/06/2000,,79,JIFF Formé(8),PRO,2028,,TABLE PROS
Sporting Union Agenais,Angleterre,,https://www.allrugby.com/joueurs/jack-maunder-4836.html,Jack MAUNDER,Mêlée,28,05/04/1997,,85,NON JIFF,PRO,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/theo-idjellidaine-8290.html,Théo IDJELLIDAINE,Mêlée,24,15/03/2001,,79,JIFF,PRO,2026,,TABLE PROS
Sporting Union Agenais,Angleterre,,https://www.allrugby.com/joueurs/craig-willis-3248.html,Craig WILLIS,Ouverture,30,04/02/1995,,92,NON JIFF,PRO,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/franck-pourteau-4619.html,Franck POURTEAU,Ouverture,29,01/04/1996,,90,JIFF,PRO,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/mathias-jean-13854.html,Mathias JEAN,Ouverture,22,21/04/2003,,-,JIFF,ESPOIR,,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/clement-garrigues-11282.html,Clément GARRIGUES,Centre,23,09/07/2002,,92,JIFF Formé(8),PRO,2028,,TABLE PROS
Sporting Union Agenais,Fidji,,https://www.allrugby.com/joueurs/kolinio-ramoka-11247.html,Kolinio RAMOKA,Centre,31,24/02/1994,,107,NON JIFF,PRO,2027 +1,,TABLE PROS
Sporting Union Agenais,Australie,,https://www.allrugby.com/joueurs/ollie-cummins-14761.html,Ollie CUMMINS,Centre,21,12/06/2004,,83,NON JIFF,ESPOIR,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/peyo-muscarditz-4842.html,Peyo MUSCARDITZ,Centre,29,02/01/1996,,88,JIFF,PRO,2027,,TABLE PROS
Sporting Union Agenais,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/sio-tomkinson-6848.html,Sio TOMKINSON,Centre,29,27/05/1996,,95,NON JIFF,PRO(7),2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/dylan-cazemajou-18331.html,Dylan CAZEMAJOU,Ailier,19,02/02/2006,,-,JIFF,ESPOIR,,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/iban-etcheverry-4449.html,Iban ETCHEVERRY,Ailier,26,23/10/1998,,83,JIFF,PRO,2027 +1,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/loris-tolot-3502.html,Loris TOLOT,Ailier,32,03/03/1993,,92,JIFF Formé,PRO,2026,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/louis-dupichot-3990.html,Louis DUPICHOT,Ailier,30,23/09/1995,,86,JIFF,PRO,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/lucas-martins-15040.html,Lucas MARTINS,Arrière,22,16/01/2003,,95,JIFF(8),PRO,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/romain-darchen-9354.html,Romain DARCHEN,Arrière,23,30/03/2002,,80,JIFF Formé(8),PRO,2027,,TABLE PROS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/alexandre-everaert-15860.html,Alexandre EVERAERT,Pilier,20,/03/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,Géorgie,,https://www.allrugby.com/joueurs/archil-nozadze-18337.html,Archil NOZADZE,Pilier,19,/02/2006,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/clement-sartre-18333.html,Clément SARTRE,Pilier,17,/10/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/julien-koteureu-18340.html,Julien KOTEUREU,Pilier,21,09/08/2004,,-,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/noah-deron-18348.html,Noah DERON,Pilier,20,/04/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/bastien-beffara-17536.html,Bastien BEFFARA,Talonneur,20,/09/2005,,103,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/bastien-darre-21330.html,Bastien DARRÉ,Talonneur,18,/01/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,Espagne,,https://www.allrugby.com/joueurs/ivan-farace-17960.html,Iván FARACE,Talonneur,19,/09/2006,,-,NON JIFF,ESPOIR,2026,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/mae-riviere-21331.html,Maé RIVIÈRE,Talonneur,18,/04/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,Allemagne,,https://www.allrugby.com/joueurs/ben-nehring-15864.html,Ben NEHRING,2ème ligne,20,/03/2005,,113,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,Espagne,,https://www.allrugby.com/joueurs/joan-ribera-18291.html,Joan RIBERA,2ème ligne,19,/04/2006,,123,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/noah-karram-17535.html,Noah KARRAM,2ème ligne,20,/10/2004,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/arthur-garioub-21333.html,Arthur GARIOUB,3ème ligne,18,/08/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/cle-teunissen-18350.html,Clé TEUNISSEN,3ème ligne,19,/12/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/colin-vidal-18353.html,Colin VIDAL,3ème ligne,19,/02/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/dany-lamataki-15455.html,Dany LAMATAKI,3ème ligne,19,/04/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,Afrique du sud,,https://www.allrugby.com/joueurs/dewan-du-preez-17908.html,Dewan DU PREEZ,3ème ligne,20,/05/2005,,106,NON JIFF,ESPOIR,2027,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/enzo-serieyssol-18332.html,Enzo SÉRIEYSSOL,3ème ligne,21,03/06/2004,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/johan-bougrer-21334.html,Johan BOUGRER,3ème ligne,18,/05/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/mathys-alifanety-18069.html,Mathys ALIFANETY,3ème ligne,20,/09/2005,,100,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/gabin-pujo-21335.html,Gabin PUJO,Mêlée,18,/06/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/paul-lalbat-21336.html,Paul LALBAT,Mêlée,18,/04/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/emile-dayral-11471.html,Émile DAYRAL,Ouverture,23,11/08/2002,,86,JIFF,ESPOIR,2026 +1,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/gautier-lavie-15454.html,Gautier LAVIE,Ouverture,19,/07/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/tom-menanteau-21337.html,Tom MÉNANTEAU,Ouverture,18,/08/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/aymeric-bardy-15837.html,Aymeric BARDY,Centre,20,/08/2005,,77,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/kian-raymond-18374.html,Kian RAYMOND,Centre,19,/01/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/luigi-marina-18347.html,Luigi MARINA,Centre,21,24/06/2004,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/mylan-sosse-18224.html,Mylan SOSSÉ,Centre,18,/10/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,Espagne,,https://www.allrugby.com/joueurs/pelayo-serrano-15842.html,Pelayo SERRANO,Centre,19,/04/2006,,87,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/silvio-bonavita-18354.html,Silvio BONAVITA,Centre,20,/04/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/arthur-dechaume-21340.html,Arthur DECHAUME,Ailier,18,/02/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/matteo-cotterli-18355.html,Mattéo COTTERLI,Ailier,20,/08/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/remi-boulan-18356.html,Rémi BOULAN,Ailier,19,/07/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/timeo-gayral-21339.html,Timéo GAYRAL,Ailier,18,/02/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/evan-auritch-17825.html,Evan AURITCH,Arrière,19,/07/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Sporting Union Agenais,France,,https://www.allrugby.com/joueurs/raphael-delom-18358.html,Raphaël DELOM,Arrière,20,/09/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/eliott-yemsi-9651.html,Eliott YEMSI,Pilier,23,25/05/2002,,121,JIFF(8),PRO,2027,,TABLE PROS
Provence Rugby,Argentine,,https://www.allrugby.com/joueurs/federico-wegrzyn-11780.html,Federico WEGRZYN,Pilier,29,08/01/1996,,120,NON JIFF,PRO,2026,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/hugo-ndiaye-11171.html,Hugo N'DIAYE,Pilier,25,18/08/2000,,120,JIFF,PRO,,,TABLE PROS
Provence Rugby,Allemagne,,https://www.allrugby.com/joueurs/julius-nostadt-5812.html,Julius NOSTADT,Pilier,32,12/10/1992,,118,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,Australie,,https://www.allrugby.com/joueurs/malachi-hawkes-11727.html,Malachi HAWKES,Pilier,22,06/12/2002,,123,JIFF(8),PRO,2026,,TABLE PROS
Provence Rugby,Argentine,,https://www.allrugby.com/joueurs/nicolas-toth-12601.html,Nicolás TOTH,Pilier,23,26/12/2001,,116,JIFF Formé(8),PRO,2027,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/sebastien-taofifenua-1144.html,Sébastien TAOFIFENUA,Pilier,33,21/03/1992,,130,JIFF,PRO,2027 +1,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/thomas-vernet-3314.html,Thomas VERNET,Pilier,31,14/07/1994,,127,JIFF,PRO,,,TABLE PROS
Provence Rugby,Angleterre,,https://www.allrugby.com/joueurs/tom-francis-3066.html,Tomas FRANCIS,Pilier,33,27/04/1992,,130,NON JIFF,PRO,2026,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/joseph-laget-7792.html,Joseph LAGET,Talonneur,25,20/01/2000,,107,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,Tonga,,https://www.allrugby.com/joueurs/kapeli-pifeleti-jr-8825.html,Kapeli PIFELETI JR,Talonneur,26,01/09/1999,,112,NON JIFF,PRO,2027,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/romain-latterrade-5559.html,Romain LATTERRADE,Talonneur,29,04/04/1996,,112,JIFF,PRO,2027,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/thomas-sauveterre-3579.html,Thomas SAUVETERRE,Talonneur,32,10/05/1993,,115,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,Colombie,,https://www.allrugby.com/joueurs/andres-zafra-4677.html,Andrés ZAFRA,2ème ligne,29,26/03/1996,,116,JIFF,PRO,2027,,TABLE PROS
Provence Rugby,Australie,,https://www.allrugby.com/joueurs/izack-rodda-5595.html,Izack RODDA,2ème ligne,29,20/08/1996,,123,NON JIFF,PRO,2027,,TABLE PROS
Provence Rugby,Pays-Bas,,https://www.allrugby.com/joueurs/renger-van-eerten-8814.html,Renger VAN EERTEN,2ème ligne,26,02/08/1999,,122,JIFF,PRO,2027 +1,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/yannick-youyoutte-8295.html,Yannick YOUYOUTTE,2ème ligne,26,30/08/1999,,120,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,Fidji,,https://www.allrugby.com/joueurs/albert-tuisue-6225.html,Albert TUISUE,3ème ligne,32,06/06/1993,,118,NON JIFF,PRO,2027,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/charly-gambini-14755.html,Charly GAMBINI,3ème ligne,21,15/01/2004,,105,JIFF,ESPOIR,2027,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/guillaume-piazzoli-7167.html,Guillaume PIAZZOLI,3ème ligne,28,20/09/1997,,104,JIFF Formé(8),PRO,2026,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/malohi-suta-12545.html,Malohi SUTA,3ème ligne,22,23/09/2003,,125,JIFF Formé(8),PRO,2027,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/matthieu-voisin-4419.html,Matthieu VOISIN,3ème ligne,29,16/05/1996,,105,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,Australie,,https://www.allrugby.com/joueurs/ned-hanigan-5296.html,Ned HANIGAN,3ème ligne,30,11/04/1995,,110,NON JIFF,PRO,2026,,TABLE PROS
Provence Rugby,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/teimana-harrison-2733.html,Teimana HARRISON,3ème ligne,33,05/09/1992,,108,NON JIFF,PRO,2026 +1,,TABLE PROS
Provence Rugby,Géorgie,,https://www.allrugby.com/joueurs/tornike-jalagonia-6174.html,Tornike JALAGONIA,3ème ligne,26,12/12/1998,,106,JIFF,PRO,2026 +1,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/arthur-coville-4422.html,Arthur COVILLE,Mêlée,27,04/02/1998,,83,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/joris-cazenave-2463.html,Joris CAZENAVE,Mêlée,31,31/08/1994,,80,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/sadek-deghmache-4590.html,Sadek DEGHMACHE,Mêlée,29,05/10/1995,,90,JIFF,PRO,2027,,TABLE PROS
Provence Rugby,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/caleb-muntz-7994.html,Caleb MUNTZ,Ouverture,25,30/10/1999,,87,NON JIFF,PRO,2028,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/jules-plisson-1117.html,Jules PLISSON,Ouverture,34,20/08/1991,,92,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/jules-soulan-4560.html,Jules SOULAN,Ouverture,31,16/06/1994,,77,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/guillaume-galletier-4433.html,Guillaume GALLETIER,Centre,28,07/03/1997,,98,JIFF,PRO(7),,,TABLE PROS
Provence Rugby,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/inga-finau-9190.html,Inga FINAU,Centre,31,21/08/1994,,97,NON JIFF,PRO,2027,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/pierre-lucas-4760.html,Pierre LUCAS,Centre,28,29/04/1997,,90,JIFF,PRO,2027,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/adrien-lapegue-6069.html,Adrien LAPÈGUE,Ailier,26,21/10/1998,,88,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,Pays-de-Galles,,https://www.allrugby.com/joueurs/george-north-2078.html,George NORTH,Ailier,33,13/04/1992,,109,NON JIFF,PRO,2026,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/leo-drouet-11791.html,Léo DROUET,Ailier,22,01/08/2003,,94,JIFF,ESPOIR,2026,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/nadir-bouhedjeur-10240.html,Nadir BOUHEDJEUR,Ailier,26,31/01/1999,,90,JIFF,PRO,2027,,TABLE PROS
Provence Rugby,Fidji,,https://www.allrugby.com/joueurs/setareki-bituniyata-5258.html,Setareki BITUNIYATA,Ailier,30,12/08/1995,,112,NON JIFF,PRO,2027 +1,,TABLE PROS
Provence Rugby,Australie,,https://www.allrugby.com/joueurs/sione-tui-8025.html,Sione TUI,Ailier,26,08/07/1999,,96,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/mathias-colombet-5151.html,Mathias COLOMBET,Arrière,28,01/05/1997,,97,JIFF,PRO,2026,JOKER (8),TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/thomas-salles-5148.html,Thomas SALLES,Arrière,29,19/08/1996,,91,JIFF,PRO,2026,,TABLE PROS
Provence Rugby,France,,https://www.allrugby.com/joueurs/enzo-delfosse-21229.html,Enzo DELFOSSE,Pilier,18,/05/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/soakimi-pise-18184.html,Soakimi PISE,Pilier,19,/06/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/wesley-masima-20044.html,Wesley MASIMA,Pilier,17,/08/2008,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/augustin-mollet-21232.html,Augustin MOLLET,Talonneur,19,/03/2006,,-,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/joris-cavaglieri-18082.html,Joris CAVAGLIERI,Talonneur,18,/01/2007,,-,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/remi-bouaffou-13998.html,Rémi BOUAFFOU,Talonneur,20,/12/2004,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/cyprien-kileztky-18179.html,Cyprien KILEZTKY,2ème ligne,20,/07/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,Australie,,https://www.allrugby.com/joueurs/isaac-rumble-18187.html,Isaac RUMBLE,2ème ligne,21,16/09/2004,,120,NON JIFF,ESPOIR,2026,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/raphael-portat-12989.html,Raphaël PORTAT,2ème ligne,21,25/10/2003,,110,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/alessio-contigliani-17448.html,Alessio CONTIGLIANI,3ème ligne,19,/03/2006,,-,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/baptiste-belhadj-14793.html,Baptiste BELHADJ,3ème ligne,22,05/09/2003,,-,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Provence Rugby,Afrique du sud,,https://www.allrugby.com/joueurs/daniel-botha-15773.html,Daniel BOTHA,3ème ligne,22,29/03/2003,,111,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/diego-pinheiro-ruiz-16471.html,Diego PINHEIRO RUIZ,3ème ligne,22,01/09/2003,,105,JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/erwan-micaelli-21514.html,Erwan MICAELLI,3ème ligne,19,/04/2006,,-,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/luca-mazeres-18083.html,Luca MAZÈRES,3ème ligne,18,/03/2007,,-,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/lucas-tempier-18180.html,Lucas TEMPIER,3ème ligne,19,/11/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,Italie,,https://www.allrugby.com/joueurs/martino-pucciariello-17083.html,Martino PUCCIARIELLO,Mêlée,21,15/06/2004,,80,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/sacha-usclat-18681.html,Sacha USCLAT,Mêlée,20,/08/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/tom-noble-17315.html,Tom NOBLE,Mêlée,17,/09/2007,,-,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Provence Rugby,Portugal,,https://www.allrugby.com/joueurs/manuel-vareiro-18056.html,Manuel VAREIRO,Ouverture,20,/01/2005,,85,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/vasco-rocard-18185.html,Vasco ROCARD,Ouverture,21,07/02/2004,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/baptiste-lenoir-18178.html,Baptiste LENOIR,Centre,18,/01/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Provence Rugby,France,,https://www.allrugby.com/joueurs/imran-dhaouadi-21230.html,Imran DHAOUADI,Centre,16,/09/2009,,-,JIFF,ESPOIR,2028,,TABLE ESPOIRS
Provence Rugby,Fidji,,https://www.allrugby.com/joueurs/jeremy-tuima-17564.html,Jeremy TUIMA,Centre,21,25/04/2004,,100,NON JIFF,ESPOIR,,,TABLE ESPOIRS
